"postcode","organisation_code","name","national_grouping","high_level_health_geography","address_line_1","address_line_2","address_line_3","address_line_4","address_line_5","open_date","close_date","null_1","organisation_sub_type_code","parent_organisation_code","null_2","null_3","contact_telephone_number","null_4","null_5","null_6","amended_record_indicator","null_7","gor_code","null_8","null_9","null_10","pcd2","dointr","doterm","oseast100m","osnrth100m","oscty","odslaua","oslaua","osward","usertype","osgrdind","ctry","oshlthau","rgn","oldha","nhser","ccg","psed","cened","edind","ward98","oa01","nhsrlo","hro","lsoa01","ur01ind","msoa01","cannet","scn","oshaprev","oldpct","oldhro","pcon","canreg","pct","oseast1m","osnrth1m","oa11","lsoa11","msoa11","calncv","stp","geom"
"BB10 2EZ","RXRA5","BRIERCLIFFE PRIMARY CARE CENTRE","Y62","Q84","BRIERCLIFFE ROAD","","","BURNLEY","LANCASHIRE","20090401",,,"","RXR",,,,,,,"0",,"B",,,,"BB10 2EZ","198001",,"3860","4349","E10000017","323","E07000117","E05005151","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFP06","LUFP06","1","30UDGA","E00126183","Q84","Y51","E01024861","5","E02005176","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","386081","434921","E00126183","E01024861","E02005176","E56000018","E54000048","0101000020E610000028CD959FEFB301C091FBAACEBAE74A40"
"BB10 2LW","RXR93","REEDLEY HALL","Y62","Q84","COLNE ROAD","","","BURNLEY","LANCASHIRE","20050401",,,"","RXR",,,,,,,"0",,"B",,,,"BB10 2LW","198001",,"3844","4358","E10000017","323","E07000122","E05005264","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFP08","MAFP08","1","30UJFP","E00127975","Q84","Y51","E01025213","5","E02005252","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","384466","435887","E00127975","E01025213","E02005252","E56000018","E54000048","0101000020E61000008B69E0DA43E601C0B96C37CCD5E84A40"
"BB10 2PQ","RXR1A","ACCIDENT & EMERGENCY - BGH","Y62","Q84","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","","BURNLEY","LANCASHIRE","20041001",,,"X","RXR",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXR1G","PAEDIATRICS - BGH","Y62","Q84","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","","BURNLEY","LANCASHIRE","20041001",,,"X","RXR",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXL40","BURNLEY GENERAL HOSPITAL","Y62","Q84","CASTERTON AVENUE","","","BURNLEY","LANCASHIRE","20050401",,,"","RXL",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXR1C","DERMATOLOGY - BGH","Y62","Q84","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","","BURNLEY","LANCASHIRE","20041001",,,"X","RXR",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RW5HC","OLDER ADULT SERVICES (BURNLEY GENERAL HOSPITAL)","Y62","Q84","CASTERTON AVENUE","","","BURNLEY","LANCASHIRE","20040401",,,"X","RW5",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXR10","BURNLEY GENERAL HOSPITAL","Y62","Q84","CASTERTON AVENUE","","","BURNLEY","LANCASHIRE","20041001",,,"","RXR",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RW5CA","BURNLEY GENERAL HOSPITAL","Y62","Q84","CASTERTON AVENUE","","","BURNLEY","LANCASHIRE","20020401",,,"","RW5",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXR1D","MEDICINE - BGH","Y62","Q84","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","","BURNLEY","LANCASHIRE","20041001",,,"X","RXR",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXR1H","SPECIAL SURGERY - BGH","Y62","Q84","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","","BURNLEY","LANCASHIRE","20050401",,,"X","RXR",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RW5TL","BURNLEY MH IN-PATIENT","Y62","Q84","VICTORIA WING","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","BURNLEY","LANCASHIRE","20140401",,,"X","RW5",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RW5YJ","MEMORY ASSESSMENT SERVICE","Y62","Q84","MAPLE HOUSE","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","BURNLEY","LANCASHIRE","20090401",,,"X","RW5",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","R0A85","BURNLEY HOSPITALS","Y62","Q83","CASTERTON AVENUE","","","BURNLEY","LANCASHIRE","20181001",,,"","R0A",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXR1K","UROLOGY- BGH","Y62","Q84","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","","BURNLEY","LANCASHIRE","20041001",,,"X","RXR",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXR1E","OPHTHALMOLOGY - BGH","Y62","Q84","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","","BURNLEY","LANCASHIRE","20041001",,,"X","RXR",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXN05","BURNLEY GENERAL HOSPITAL","Y62","Q84","CASTERTON AVENUE","","","BURNLEY","LANCASHIRE","20050401",,,"","RXN",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXR1J","GENERAL SURGERY - BGH","Y62","Q84","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","","BURNLEY","LANCASHIRE","20041001",,,"X","RXR",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXR02","BURNLEY HOSPITALS","Y62","Q84","CASTERTON AVENUE","","","BURNLEY","LANCASHIRE","20030401",,,"","RXR",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXL74","LANCS BOWEL CANCER SCREENING - BURNLEY GENERAL HOSPITAL","Y62","Q84","BURNLEY HEALTH CARE N H S TRUS","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","BURNLEY","LANCASHIRE","20081001",,,"","RXL",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 2PQ","RXR1L","WOMEN'S HEALTH - BGH","Y62","Q84","BURNLEY GENERAL HOSPITAL","CASTERTON AVENUE","","BURNLEY","LANCASHIRE","20041001",,,"X","RXR",,,,,,,"0",,"B",,,,"BB10 2PQ","198001",,"3850","4349","E10000017","323","E07000117","E05005160","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFS04","LUFS04","1","30UDGL","E00126359","Q84","Y51","E01024897","5","E02005177","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","385092","434928","E00126359","E01024897","E02005177","E56000018","E54000048","0101000020E61000006EE5CA21B2D201C067F4B2F6BBE74A40"
"BB10 3BF","RXRG2","THURSBY SURGERY","Y62","Q84","2 BROWHEAD ROAD","","","BURNLEY","LANCASHIRE","20090401",,,"","RXR",,,,,,,"0",,"B",,,,"BB10 3BF","199405",,"3848","4338","E10000017","323","E07000117","E05005150","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFN07","LUFN07","1","30UDFY","E00126171","Q84","Y51","E01024856","5","E02005178","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384838","433843","E00126171","E01024856","E02005178","E56000018","E54000048","0101000020E6100000709B5D3C7CDA01C0037E482C7CE64A40"
"BB11 1NA","RXR73","RETREAT & RECOVER CENTRE","Y62","Q84","21 HAMMERTON STREET","","","BURNLEY","LANCASHIRE","20101001",,,"","RXR",,,,,,,"0",,"B",,,,"BB11 1NA","198001",,"3838","4325","E10000017","323","E07000117","E05005155","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFE10","LUFE10","1","30UDFY","E00126261","Q84","Y51","E01024877","5","E02005178","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","383895","432545","E00126261","E01024877","E02005178","E56000018","E54000048","0101000020E6100000210337BFAAF701C0401923F5FCE44A40"
"BB11 1PS","RXRE8","PARK SIDE SURGERY","Y62","Q84","PRESTIGE PARK","COLNE ROAD","","BURNLEY","LANCASHIRE","20090401",,,"","RXR",,,,,,,"0",,"B",,,,"BB11 1PS","200808",,"3842","4332","E10000017","323","E07000117","E05005155","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFE07","LUFE07","1","30UDFY","E00126261","Q84","Y51","E01024877","5","E02005178","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384207","433214","E00126261","E01024877","E02005178","E56000018","E54000048","0101000020E61000005E803F010AEE01C0F7F9B84DC2E54A40"
"BB11 1QW","RW5IF","BURNLEY PROBATION OFFICE","Y62","Q84","STEPHEN HOUSE","BETHESDA STREET","","BURNLEY","","20190401",,,"","RW5",,,,,,,"1",,"B",,,,"BB11 1QW","198001",,"3839","4326","E10000017","323","E07000117","E05005155","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFE07","LUFE07","1","30UDFY","E00126261","Q84","Y51","E01024877","5","E02005178","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","383912","432690","E00126261","E01024877","E02005178","E56000018","E54000048","0101000020E61000008DA1C47527F701C001C0F9AD27E54A40"
"BB11 1RY","RXRG8","BURNLEY HOUSE","Y62","Q84","37-41 WESTGATE","","","BURNLEY","LANCASHIRE","20100401",,,"","RXR",,,,,,,"0",,"B",,,,"BB11 1RY","198001",,"3834","4327","E10000017","323","E07000117","E05005163","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFE10","LUFE10","1","30UDFY","E00126429","Q84","Y51","E01024909","5","E02005185","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","383491","432731","E00126429","E01024909","E02005185","E56000018","E54000048","0101000020E610000035AE4BF93E0402C03CB0D65133E54A40"
"BB11 1TQ","RX7A8","BURNLEY AMBULANCE STATION","Y62","Q83","DENT ROAD","TRAFALGAR STREET","","BURNLEY","LANCASHIRE","20060701",,,"","RX7",,,,,,,"0",,"B",,,,"BB11 1TQ","198001",,"3836","4323","E10000017","323","E07000117","E05005163","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFU04","LUFU04","1","30UDGN","E00126425","Q84","Y51","E01024909","5","E02005185","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","383634","432373","E00126425","E01024909","E02005185","E56000018","E54000048","0101000020E61000000924FDEBC2FF01C0F2DF4708CAE44A40"
"BB11 1TS","RW5NJ","BROOK (BURNLEY)","Y62","Q84","64 BANK PARADE","","","BURNLEY","LANCASHIRE","20160401",,,"","RW5",,,,,,,"0",,"B",,,,"BB11 1TS","198001",,"3842","4328","E10000017","323","E07000117","E05005155","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFE07","LUFE07","1","30UDFY","E00126261","Q84","Y51","E01024877","5","E02005178","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384206","432887","E00126261","E01024877","E02005178","E56000018","E54000048","0101000020E610000023D5D81C09EE01C054A208FF61E54A40"
"BB11 2BS","RW5HB","BURNLEY MAGISTRATES COURT","Y62","Q84","PARKER LANE","","","BURNLEY","","20190401",,,"","RW5",,,,,,,"1",,"B",,,,"BB11 2BS","198001",,"3841","4323","E10000017","323","E07000117","E05005155","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFE10","LUFE10","1","30UDFY","E00126261","Q84","Y51","E01024877","5","E02005178","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384145","432333","E00126261","E01024877","E02005178","E56000018","E54000048","0101000020E6100000FD730087DFEF01C006010EC6BEE44A40"
"BB11 2BT","RW5GI","BURNLEY POLICE STATION","Y62","Q84","PARKER LANE","","","BURNLEY","","20190401",,,"","RW5",,,,,,,"1",,"B",,,,"BB11 2BT","198001",,"3841","4323","E10000017","323","E07000117","E05005155","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFE10","LUFE10","1","30UDFY","E00126261","Q84","Y51","E01024877","5","E02005178","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384145","432333","E00126261","E01024877","E02005178","E56000018","E54000048","0101000020E6100000FD730087DFEF01C006010EC6BEE44A40"
"BB11 2DL","RW5CV","ST PETER'S CENTRE","Y62","Q84","CHURCH STREET","","","BURNLEY","LANCASHIRE","20151001",,,"","RW5",,,,,,,"0",,"B",,,,"BB11 2DL","198001",,"3843","4328","E10000017","323","E07000117","E05005155","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFE07","LUFE07","1","30UDFY","E00126261","Q84","Y51","E01024877","5","E02005178","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384356","432804","E00126261","E01024877","E02005178","E56000018","E54000048","0101000020E61000009C4B7B1F5DE901C0254275B349E54A40"
"BB11 2DL","RXLA8","SEXUAL HEALTH SERVICES - ST PETER'S HEALTH CENTRE","Y62","Q84","ST. PETERS HEALTH CENTRE","CHURCH STREET","","BURNLEY","LANCASHIRE","20160401",,,"X","RXL",,,,,,,"0",,"B",,,,"BB11 2DL","198001",,"3843","4328","E10000017","323","E07000117","E05005155","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFE07","LUFE07","1","30UDFY","E00126261","Q84","Y51","E01024877","5","E02005178","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384356","432804","E00126261","E01024877","E02005178","E56000018","E54000048","0101000020E61000009C4B7B1F5DE901C0254275B349E54A40"
"BB11 2DL","RXL0B","BURNLEY SEXUAL HEALTH SERVICES","Y62","Q84","ST. PETERS CENTRE","CHURCH STREET","","BURNLEY","LANCASHIRE","20180401",,,"X","RXL",,,,,,,"0",,"B",,,,"BB11 2DL","198001",,"3843","4328","E10000017","323","E07000117","E05005155","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFE07","LUFE07","1","30UDFY","E00126261","Q84","Y51","E01024877","5","E02005178","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384356","432804","E00126261","E01024877","E02005178","E56000018","E54000048","0101000020E61000009C4B7B1F5DE901C0254275B349E54A40"
"BB11 2DL","RXR89","ST PETER'S CENTRE","Y62","Q84","CHURCH STREET","","","BURNLEY","LANCASHIRE","20060401",,,"","RXR",,,,,,,"0",,"B",,,,"BB11 2DL","198001",,"3843","4328","E10000017","323","E07000117","E05005155","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFE07","LUFE07","1","30UDFY","E00126261","Q84","Y51","E01024877","5","E02005178","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384356","432804","E00126261","E01024877","E02005178","E56000018","E54000048","0101000020E61000009C4B7B1F5DE901C0254275B349E54A40"
"BB11 3BB","RXRE6","OXFORD ROAD MEDICAL CENTRE","Y62","Q84","25 OXFORD ROAD","","","BURNLEY","LANCASHIRE","20090401",,,"","RXR",,,,,,,"0",,"B",,,,"BB11 3BB","198001",,"3845","4323","E10000017","323","E07000117","E05005150","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFK01","LUFK01","1","30UDFY","E00126179","Q84","Y51","E01024858","5","E02005182","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384588","432360","E00126179","E01024858","E02005182","E56000018","E54000048","0101000020E610000045CD9F121BE201C094062B2AC7E44A40"
"BB11 3BT","RXR54","YORKSHIRE STREET MEDICAL PRACTICE","Y62","Q84","80 YORKSHIRE STREET","","","BURNLEY","LANCASHIRE","20110401",,,"","RXR",,,,,,,"0",,"B",,,,"BB11 3BT","198001",,"3846","4325","E10000017","323","E07000117","E05005150","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFK01","LUFK01","1","30UDFY","E00126179","Q84","Y51","E01024858","5","E02005182","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384638","432556","E00126179","E01024858","E02005182","E56000018","E54000048","0101000020E61000009CC6FB5A92E001C0194B42F000E54A40"
"BB11 3HR","RXRA9","BURNLEY WOOD MEDICAL CENTRE","Y62","Q84","50 PARLIAMENT STREET","","","BURNLEY","LANCASHIRE","20090401",,,"","RXR",,,,,,,"0",,"B",,,,"BB11 3HR","198001",,"3845","4320","E10000017","323","E07000117","E05005162","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFD07","LUFD07","1","30UDGF","E00126404","Q84","Y51","E01024906","5","E02005187","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384564","432012","E00126404","E01024906","E02006881","E56000018","E54000048","0101000020E610000059DBAFD9D0E201C097815EA660E44A40"
"BB11 3NX","RW5CM","BURNLEY WOOD","Y62","Q84","BRUNSWICK STREET","","","BURNLEY","LANCASHIRE","20020401",,,"","RW5",,,,,,,"0",,"B",,,,"BB11 3NX","198001",,"3846","4318","E10000017","323","E07000117","E05005162","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UDFD07","LUFD07","1","30UDGF","E00126410","Q84","Y51","E01024906","5","E02005187","N01","N51","Q13","5G8","Y42","E14000609","Y1701","5NH","384638","431879","E00171905","E01024906","E02006881","E56000018","E54000048","0101000020E61000005607408980E001C0C1AA338D39E44A40"
